,Word,Definition
1308,hollerith,united states inventor who invented a system for recording alphanumeric information on punched cards (1860-1929)
1309,maghet,a name for daisies and camomiles of several kinds.
1312,bam,an imposition
1312,bam, a cheat
1312,bam, a hoax.
1313,bam,to cheat
1313,bam, to wheedle.
1314,bam,an ancient city in southeastern iran
1314,bam, destroyed by an earthquake in 2003
1315,manifestation,the act of manifesting or disclosing  or the state of being manifested
1315,manifestation, discovery to the eye or to the understanding
1315,manifestation, also that which manifests
1315,manifestation, exhibition
1315,manifestation, display
1315,manifestation, revelation
1315,manifestation, as the manifestation of god's power in creation.
1316,rudimental,rudimentary.
1317,moldboard,wedge formed by the curved part of a steel plow blade that turns the furrow
1319,porphyry,any igneous rock with crystals embedded in a finer groundmass of minerals
1320,niacin,a white crystalline acid that is a component of the vitamin b complex found in meat wheat germ dairy products and yeast and is used to treat and prevent pellagra
1321,niacin,also called nicotinic acid
1322,niacin,a water soluble vitamin a component of vitamin b complex found in meat yeast and dairy products it is essential to metabolism
1323,niacin,a b vitamin vitamin essential for the normal function of the nervous system and the gastrointestinal tract
1324,niacin,called also nicotinic acid and antipellagra vitamin
1325,niacin,chemical formula chemically it is pyridinecarboxylic acid
1326,niacin,a b vitamin essential for the normal function of the nervous system and the gastrointestinal tract
1327,niacin,niacin is a vitamin
1328,niacin,it is also known by the name nicotinic acid
1329,niacin,it is vitamin
1330,niacin,it can be dissolved in water
1331,niacin,it plays a very important role in the metabolism of living cells
1332,niacin,a b vitamin essential for the normal function of the nervous system and the gastrointestinal tract
1333,bartholin,danish physician who discovered bartholin's gland (1585-1629)
1334,leishmania,a parasite that causes leishmaniasis a genus trypanosome protozoa leishmania
1335,leishmania,flagellate protozoan that causes leishmaniasis
1336,leishmania,leishmania is the protozoan organism that causes kala azar
1337,leishmania,the organisms are oval shaped and each has one long whip like structure
1338,leishmania,one organism lrb arrow rrb is dividing while a cell of the immune system lrb lower right rrb has gripped on the two whips of the dividing organism and is sending cell processes up to eat up the organism
1339,leishmania,the immune cell is about ten micrometres in diameter
1340,eryngo,a plant of the genus eryngium.
1343,kerish,clownish
1343,kerish, boorish.
1345,delegitimize,to revoke the legal or legitimate status of out of poverty sprout social instability and desperation which delegitimize governments that declare themselves democratic oscar arias sanchez
1346,delegitimize,to make something illegal that was previously legal
1347,leptocephalus,slender transparent larva of eels and certain fishes
1348,liable,legally obligated responsible liable for military service
1349,liable,see synonyms at responsible
1350,liable,at risk of or subject to experiencing or suffering something unpleasant
1351,liable,used with to liable to criminal charges liable to diabetes
1352,liable,often used with reference to an unfavorable outcome in a depression banks are liable to fail
1353,liable,bound or obliged in law or equity responsible answerable
1354,liable,exposed to a certain contingency or casualty more or less probable
1355,liable,likely
1356,liable,bound or obliged in law or equity responsible answerable
1357,liable,exposed to a certain contingency or casualty more or less probable with to and an infinitive or noun
1358,liable,bound in law or equity responsible answerable as the surety is liable for the debt of his principal
1359,liable,having an aptitude or tendency subject exposed as to the doing or occurring of something evil injurious or erroneous as we are constantly liable to accidents your plans are liable to defeat
1360,liable,subordinate subject
1361,liable,fit suitable
1362,liable,strong synonyms strong incident subject likely etc
1363,liable,see incident apt likely etc
1364,liable,held legally responsible
1365,liable,subject to legal action
1366,liable,often followed by to likely to be affected with
1367,liable,at risk of or subject to experiencing something usually unpleasant
1368,liable,at risk of or subject to experiencing something usually unpleasant
1369,water tower,a large metal pipe made to be extended vertically by sections  and used for discharging water upon burning buildings.
1370,verdolagas,weedy trailing mat-forming herb with bright yellow flowers cultivated for its edible mildly acid leaves eaten raw or cooked especially in indian and greek and middle eastern cuisine
1370,verdolagas, cosmopolitan
1371,eudemonistic,alt. of eudaemonistic
1372,compressing,to press together compressed her lips
1373,compressing,to make more compact by or as if by pressing
1374,compressing,computer science to transform data to minimize the space required for storage or transmission compressed the file so that it could be downloaded efficiently
1375,compressing,medicine a soft pad of gauze or other material applied with pressure to a part of the body to control hemorrhage or to supply heat cold moisture or medication to alleviate pain or reduce infection
1376,compressing,a machine for compressing material
1377,compressing,a multiply folded piece of cloth a pouch of ice etc used to apply to a patient s skin cover the dressing of wounds and placed with the aid of a bandage to apply pressure on an injury
